date,killed_in_lebanon,palestine_children_tfp,palestine_adults_tfp,israel_children,israel_adults,palestine_total,palestine_children_adj,palestine_contested,palestine_adults_adj
2024-08-16,651,16456,23549,24,1575,40005,12399.63967505241,4056.360324947589,23549
2024-08-17,662,16456,23618,24,1575,40074,12421.026380153739,4034.9736198462615,23618
2024-08-18,664,16456,23643,24,1575,40099,12428.775186349872,4027.2248136501275,23643
2024-08-19,667,16456,23683,24,1577,40139,12441.173276263684,4014.826723736316,23683
2024-08-20,671,16456,23717,24,1577,40173,12451.711652690426,4004.2883473095735,23717
2024-08-21,675,16456,23767,24,1577,40223,12467.209265082693,3988.7907349173074,23767
2024-08-22,675,16456,23809,24,1577,40265,12480.227259492196,3975.772740507804,23809
2024-08-23,685,16456,23809,24,1577,40265,12480.227259492196,3975.772740507804,23809
2024-08-24,685,16456,23878,24,1577,40334,12501.613964593524,3954.3860354064764,23878
2024-08-25,688,16456,23949,24,1577,40405,12523.620574190543,3932.3794258094567,23949
2024-08-26,688,16589,23846,24,1583,40435,12532.919141625902,4056.080858374098,23846
2024-08-27,688,16589,23887,24,1583,40476,12545.627183787561,4043.372816212439,23887
2024-08-28,688,16589,23945,24,1583,40534,12563.60441416259,4025.39558583741,23945
2024-08-29,688,16589,24013,24,1583,40602,12584.681167016073,4004.3188329839268,24013
2024-08-30,688,16589,24013,24,1584,40602,12584.681167016073,4004.3188329839268,24013
2024-08-31,688,16673,24018,24,1584,40691,12612.266917074307,4060.7330829256935,24018
2024-09-01,689,16673,24065,24,1584,40738,12626.834672723036,4046.1653272769636,24065
2024-09-02,691,16673,24113,24,1584,40786,12641.712380619612,4031.2876193803877,24113
2024-09-03,691,16673,24146,24,1584,40819,12651.940804798509,4021.059195201491,24146
2024-09-04,692,16673,24188,24,1584,40861,12664.958799208012,4008.0412007919876,24188
2024-09-05,693,16673,24205,24,1584,40878,12670.227987421384,4002.7720125786163,24205
2024-09-06,693,16673,24205,24,1585,40878,12670.227987421384,4002.7720125786163,24205
2024-09-07,696,16673,24266,24,1585,40939,12689.135074539949,3983.8649254600514,24266
2024-09-08,696,16673,24299,24,1585,40972,12699.363498718843,3973.6365012811566,24299
2024-09-09,696,16673,24315,24,1585,40988,12704.322734684369,3968.6772653156313,24315
2024-09-10,697,16756,24264,24,1585,41020,12714.24120661542,4041.7587933845807,24264
2024-09-11,701,16756,24328,24,1585,41084,12734.07815047752,4021.9218495224795,24328
2024-09-12,704,16756,24362,24,1585,41118,12744.616526904263,4011.383473095737,24362
2024-09-13,705,16756,24362,24,1587,41118,12744.616526904263,4011.383473095737,24362
2024-09-14,705,16756,24426,24,1587,41182,12764.453470766364,3991.5465292336357,24426
2024-09-15,705,16795,24411,24,1587,41206,12771.892324714652,4023.107675285348,24411
2024-09-16,706,16795,24431,24,1587,41226,12778.091369671558,4016.908630328442,24431
2024-09-17,719,16795,24457,24,1587,41252,12786.150128115536,4008.849871884464,24457
2024-09-18,752,16795,24477,24,1587,41272,12792.349173072444,4002.6508269275564,24477
2024-09-19,752,16795,24477,24,1587,41272,12792.349173072444,4002.6508269275564,24477
2024-09-20,799,16795,24477,24,1591,41272,12792.349173072444,4002.6508269275564,24477
2024-09-21,800,16795,24596,24,1591,41391,12829.233490566037,3965.7665094339627,24596
2024-09-22,805,16795,24636,24,1591,41431,12841.63158047985,3953.3684195201495,24636
2024-09-23,980,16795,24660,24,1591,41455,12849.070434428138,3945.9295655718615,24660
2024-09-24,1044,16795,24672,24,1591,41467,12852.789861402283,3942.2101385977167,24672
2024-09-25,1114,16859,24636,24,1591,41495,12861.468524341952,3997.5314756580483,24636
2024-09-26,1164,16859,24675,24,1591,41534,12873.556662007919,3985.443337992081,24675
2024-09-27,1217,16859,24675,24,1591,41534,12873.556662007919,3985.443337992081,24675
2024-09-28,,16859,24727,24,1591,41586,12889.674178895877,3969.325821104123,24727
2024-09-29,,16859,24736,24,1591,41595,12892.463749126484,3966.536250873516,24736
